FMID,MarketName,createTime,updateTime,finishTime,Mailing_State,Mailing_StateFIPS,Mailing_City,Mailing_ST,Mailing_Zip,Market_ManagerName,FH_ContactTitle,Market_Email,Market_Phone,Market_Website,Market_Facebook,Market_Twitter,Location_State,Location_StateFIPS,Location_County,Location_CountyFIPS,Location_ST,Location_City,Location_Zip,Location_Desc,EstablishYear,Legal_Status,Legal_StatusDesc,OperationMonthList,OperationM_01,OperationM_02,OperationM_03,OperationM_04,OperationM_05,OperationM_06,OperationM_07,OperationM_08,OperationM_09,OperationM_10,OperationM_11,OperationM_12,Organic,OrganicDesc,ProductList,BakedGoods,Jams,Coffee,Flowers,Cheese,Beans,Eggs,Seafood,Herbs,Fruits,Vegetables,Grains,Recycled,Honey,Juices,Maple,Mushrooms,Nuts,Petfood,Poultry,Meat,Soap,Tofu,WildHarvested,Wine,ProductListExclusivelylocal,ProductListOnlyLocalWhenA,ProductListLocalNonLocal,ProductListNonlocal,Local_BakedGoods,Local_Processed,Local_Coffee,Local_Flowers,Local_Dairy,Local_DryBeans,Local_Eggs,Local_Seafood,Local_Herbs,Local_Fruits,Local_Vegetables,Local_Grains,Local_Recycled,Local_Honey,Local_Juices,Local_Maple,Local_Mushrooms,Local_Nuts,Local_Petfood,Local_Meat,Local_NonPoultry,Local_Soap,Local_Protein_NonAnim,Local_WildForest,Local_Wine,PracticeList,Practices_CertifiedOrganic,Practices_NaturallyGrown,Practices_PestManagement,Practices_NonCertifiedOrganic,Practices_FreeRange,Practices_GrassFed,Practices_AntibioticFree,Practices_Marine,Practices_ChemicalFree,Practices_GAP,Practices_GHP,Practices_CertifiedHumane,Practices_AnimalWelfare,Practices_FairTrade,F2BList,F2B_LargeSupermarkets,F2B_SmallGroceryStores,F2B_CornerStores,F2B_FoodRetail,F2B_Restaurants,F2B_Caterers,F2B_Distributors,F2B_FoodProcessors,F2B_PreK,F2B_K12,F2B_Colleges,F2B_Hospitals,F2B_SeniorCare,F2B_Government,F2CList,F2C_BuyingClubs,F2C_Online,F2C_YourStorefront,F2C_CSA,F2C_FarmersMarkets,F2C_Mobile,F2C_FarmStands,ProcurementList,procurement1,procurement2,OpserviceList,OPservice_Aggregation,OPservice_Production,OPservice_Distribution,OPservice_Brokering,OPservice_SharedUse,OPservice_Packaging,OPservice_ProductStorage,OPservice_Canning,OPservice_Freezing,OPservice_Cutting,PSServiceList,PSService_Marketing,PSService_Branding,PSService_Demonstration,PSService_ProductionTraining,PSService_BusinessManagement,PSService_PaidConsult,PSService_FoodSafety,PSService_Liability,PSService_Transportation,CSServiceList,CSService_PaidYouth,CSService_SNAP,CSService_WIC,CSService_MatchingSNAP,CSService_Cooking,CSService_Meal,CSService_HealthScreenings,CSService_Transportation,CSService_MobileMarket,CSService_Subsidized,CSService_Education,CSService_otherEducation,CSService_FoodDonation
5000297,Bring It Food Hub,2014-09-09 14:01:11,9/10/2014 5:27:24 PM,9/10/2014 5:27:24 PM,Tennessee,47,Memphis,694 Madison Avenue,38103,Rozie Schleinig,Assistant Manager,rozie@bringitfoodhub.com,901-444-3055,bringitfoodhub.com,https://www.facebook.com/pages/Bring-It-Food-Hub/1397498677172284?ref=hl,https://twitter.com/BringItFoodHub,Tennessee,47,Shelby,157,694 Madison Avenue,Memphis,38103,,2013,12,Under the Fiscal Sponsorship of Church Health Center while processing 501(c)(3),Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,"Canned, preserved fruits/vegetables; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Poultry/fowl meat/products; ",0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,"Canned, preserved fruits/vegetables; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Mushrooms; Poultry/fowl meat/products; ",,,,,1,,,,,1,,1,1,1,1,,1,,,1,,,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurants; ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,On-line store; CSA shares; ,0,1,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Transportation services; ,1,0,0,0,0,0,0,0,1,Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,1,1
5000270,Brown Market Shares Program,2014-08-22 10:35:41,2014-08-22 10:44:17,2014-08-22 10:44:17,Rhode Island,44,Providence,69 Brown Street Box 1930,02912,Taylor Lanzet,,taylor_lanzet@brown.edu,973-986-7776,http://www.brownmarketshares.com,https://www.facebook.com/BrownMarketShares,https://twitter.com/market_shares,Rhode Island,44,Providence,007,Brown University,Providence,,,2006,11,No formal legal structure,Feb; Mar; Apr; Jun; Jul; Aug; Sep; Oct; Nov; Dec;,0,1,1,1,0,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ",1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"Baked goods; Canned, preserved fruits/vegetables; Cut flowers; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,1,1,,1,1,,1,,1,1,1,,,,,,,,,1,1,,,,,"USDA Certified Organic; Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Chemical Free; Good Agricultural Practices - (GAP)-Certified; ",1,0,1,1,1,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSA shares; ,0,0,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; ,1,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; ,1,1,0,0,0,0,0,0,0,Nutrition or cooking education; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,1,0,0,0,0,1,1,1,1
5000011,Capay Valley Farm Shop,,2014-07-25 12:42:44,2014-07-25 12:42:44,California,06,Esparto,PO Box 581,95627,Thomas Nelson,President,thomas@capayvalleyfarmshop.com,5307964160,http://www.capayvalleyfarmshop.com,https://www.facebook.com/pages/Capay-Valley-Farm-Shop/161454173116?ref=ts,https://twitter.com/capayfarmshop,California,06,Yolo,113,PO Box 581,Esparto,95627,"26791 State Highway 16, Esparto, CA 95627",2007,5,S Corp,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Cut flowers; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; ",0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,"Canned, preserved fruits/vegetables; Cut flowers; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,,1,,1,,1,1,,1,1,1,1,,1,,,,1,,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Restaurants; Caterers, bakeries; Hospitals; ",0,1,0,0,1,1,0,0,0,0,0,1,0,0,On-line store; CSA shares; ,0,1,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Brokering services; Packaging/Repackaging; Product storage; ,1,0,1,1,0,1,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Business management services or guidance; Food safety and/or GAP Training; ,1,1,0,1,1,0,1,0,0,Paid employment opportunities for youth; Nutrition or cooking education; Education programs for institutions; Food donation to local food pantries/banks; ,1,0,0,0,1,0,0,0,0,0,1,0,1
5000008,Chow Locally,,2014-07-30 11:56:40,2014-07-30 11:56:40,Arizona,04,Phoenix,4001 N 3Rd St 250,85012,Eric Kruse,,eric@chowlocally.com,4802837238,http://chowlocally.com/,https://www.facebook.com/ChowLocally,https://twitter.com/chowlocally,Arizona,04,Maricopa,013,1711 W University Dr,Tempe,85281,,2011,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,Fresh/dried herbs; Fresh fruits; Fresh vegetables; Honey; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ,,,,,,,,,,,,1,1,1,,,1,,,1,,,1,1,,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-line store; CSA shares; ,0,1,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000170,Clarion River Organics,,2014-07-31 13:34:06,2014-07-31 13:34:06,Pennsylvania,42,Sligo,824 Whitmer Road,16255,Zebulan Bartels,Cooperative Manager,Zeb@ClarionRiverOrganics.com,814-205-6060,http://www.clarionriverorganics.com,https://www.facebook.com/ClarionRiverOrganics?fref=ts,,Pennsylvania,42,Clarion,031,824 Whitmer Road,Sligo,16255,"There is a warehouse in Sligo, Pa not far off of interstate 80 in the middle of western Pennsylvania.",2008,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ",0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,"Canned, preserved fruits/vegetables; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,,1,,,1,,1,,1,1,1,1,,,,1,,,,1,1,,,,,USDA Certified Organic; ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Corner stores, bodegas; Food retail cooperatives; Restaurants; Food processors; ",1,1,1,1,1,0,0,1,0,0,0,0,0,0,CSA shares; Farmers markets; ,0,0,0,1,1,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Distribution services; Canning; ,1,0,1,0,0,0,0,1,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,0,1,0,0,1,0,1,Paid employment opportunities for youth; Accepting SNAP; WIC or FMNP benefits; Food donation to local food pantries/banks; ,1,1,1,0,0,0,0,0,0,0,0,0,1
5000261,Coastal Farms,2014-08-13 22:24:18,2014-08-13 22:46:41,2014-08-13 22:46:41,Virginia,51,Windsor,13199 Poor House Road,23487,Melvin Atkinson,Owner,coastalfarms@rocketmail.com,757-416-8788,https://coastalfarms.luluslocalfood.com/,https://www.facebook.com/Coastalfarms.VA,https://twitter.com/coastalfarms,Virginia,51,Isle of Wight,093,13199 Poor House Road,Windsor,23487,We operate many pick up locations throughout Hampton Roads.,2010,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; ",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Maple products; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Tofu/non-animal protein; ",,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,,,"Integrated Pest Management; Non-Certified, but Practicing Organic; Free Range/Pasture Raised; Grass Fed; Antibiotic Free; ",0,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,On-line store; ,0,1,0,0,0,0,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Aggregation; Production such as operating a farm or ranch; Distribution services; ,1,1,1,0,0,0,0,0,0,0,Marketing and promotional services; Business management services or guidance; ,1,0,0,0,1,0,0,0,0,Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,0,0,1
5000166,Common Market Philadelphia,,2014-07-25 11:19:21,2014-07-25 11:19:21,Pennsylvania,42,Philadelphia,428 E. Erie Ave.,19134,Tatiana Garcia-Granados,Executive Director,tatiana@commonmarketphila.org,215-257-3435,http://www.commonmarketphila.org/,https://www.facebook.com/pages/Common-Market-Philadelphia/210566048960871,https://twitter.com/CommonMkt,Pennsylvania,42,Philadelphia,101,428 E. Erie Avenue,Philadelphia,19134,,2008,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,"Baked goods; Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Mushrooms; Poultry/fowl meat/products; Red/non-poultry meat/products; Tofu/non-animal protein; ",,,,1,1,,,1,1,1,,1,1,1,1,,1,1,1,1,,,1,1,,1,,,Integrated Pest Management; Antibiotic Free; ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Food processors; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; Government or corporate cafeterias; ",0,0,0,1,1,1,1,1,0,1,1,1,1,1,CSA shares; ,0,0,0,1,0,0,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Product storage; ,1,0,1,0,0,0,1,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,0,1,0,0,1,0,1,Education programs for institutions; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,1,0,1
5000133,Corbin Hill Food Project,,2014-08-27 11:10:44,2014-08-27 11:10:44,New York,36,New York,119 West 120th Street,10027,Carey King,Communications & Education Director,info@corbinhillfarm.com,718-578-3610,http://corbinhillfoodproject.org,https://www.facebook.com/CorbinHillRoadFarm,https://twitter.com/corbinhillfarm,New York,36,Schoharie,095,5605 New York 30,Schoharie,12157,Shared space with Schoharie Valley Farms' The Carrot Barn. ,2009,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ",0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,"Canned, preserved fruits/vegetables; Dairy products; Dry beans; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Honey; Juices/non-alcoholic ciders; Maple products; Poultry/fowl meat/products; Red/non-poultry meat/products; ",,,,,1,,,1,1,1,,1,1,1,1,,1,1,1,,,,1,1,,,,,Integrated Pest Management; ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Restaurants; Caterers, bakeries; Distributors; Food processors; Pre-K food service; K-12 school food service; Colleges/Universities; Hospitals; Senior care facilities; ",0,0,0,0,1,1,1,1,1,1,1,1,1,0,On-line store; CSA shares; Farm stands; ,0,1,0,1,0,0,1,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Packaging/Repackaging; ,1,0,1,0,0,1,0,0,0,0,Marketing and promotional services; Transportation services; ,1,0,0,0,0,0,0,0,1,Paid employment opportunities for youth; Accepting SNAP; Matching programs for SNAP benefits; Nutrition or cooking education; Subsidized farm shares; Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,1,1,0,1,1,0,0,0,0,1,1,1,1
5000282,coulter farms,2014-08-26 17:38:43,2014-08-26 17:45:52,2014-08-26 17:45:52,Pennsylvania,42,honey grove,964 price rd,17035,Rebecca Coulter,,kinleyc@centurylink.net,7177341072,www.coulterfarms.net,,,Pennsylvania,42,Juniata,067,,honey grove,,,2012,2,Producer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,Baked goods; Dairy products; Eggs; Fresh/dried herbs; Fresh vegetables; Honey; Poultry/fowl meat/products; Red/non-poultry meat/products; ,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Baked goods; Dairy products; Eggs; Fresh/dried herbs; Fresh vegetables; Honey; Poultry/fowl meat/products; Red/non-poultry meat/products; ,,,,1,,,,1,,1,,1,,1,,,1,,,,,,1,1,,,,,Free Range/Pasture Raised; Grass Fed; Antibiotic Free; Chemical Free; ,0,0,0,0,1,1,1,0,1,0,0,0,0,0,Small independent grocery stores; Restaurants; ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,Buying clubs; On-line store; Farmers markets; Farm stands; ,1,1,0,0,1,0,1,We take ownership of the products and resell to customers; ,1,0,Production such as operating a farm or ranch; Distribution services; ,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,Paid employment opportunities for youth; ,1,0,0,0,0,0,0,0,0,0,0,0,0
5000159,Country Natural Beef,,2014-07-25 10:48:16,2014-07-25 10:48:16,Oregon,41,Burns,90 W. Washington,97720,Stacy Davies,Marketing Manager,questions@countrynaturalbeef.com,541-589-1896,http://countrynaturalbeef.com/,https://www.facebook.com/pages/Country-Natural-Beef/166535976119?v=wall&ref=website,,Oregon,41,Harney,025,90 W. Washington,Burns,97720,Office building downtown Burns,1986,2,Producer Cooperative,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,Red/non-poultry meat/products; ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,Red/non-poultry meat/products; ,,,,,,,,,,,,,,,,,,,,,,3,,,,,Certified Naturally Grown; Integrated Pest Management; Free Range/Pasture Raised; Antibiotic Free; Chemical Free; Good Agricultural Practices - (GAP)-Certified; Good Handling Practices (GHP)-Certified; Animal Welfare Approved; ,0,1,1,0,1,0,1,0,1,1,1,0,1,0,Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Distributors; ,1,1,0,1,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,we are the liason between rancher producers and the entire chain to retail shelf; ,0,0,Production such as operating a farm or ranch; Distribution services; Packaging/Repackaging; Product storage; Freezing; Cutting; ,0,1,1,0,0,1,1,0,1,1,Marketing and promotional services; Branding/labeling products to indicate origin of product; Production and post-harvest handling training; Food safety and/or GAP Training; Transportation services; ,1,1,0,1,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
5000290,CropCircle Kitchen,2014-09-01 10:51:23,2014-09-01 11:05:00,2014-09-01 11:05:00,Massachusetts,25,Dorchester,196 quincy st,02121,brad stevens,executive chef,brad@cropcirclekitchen.org,617-522-7900,,,,Massachusetts,25,Suffolk,025,196 quincy st,dorchester,02121,"Food Production Facility, old Pearl Hot Dog Factory",2014,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,2,,"We do not directly sell, our entrepreneurs sell at markets and stores; ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Integrated Pest Management; approved purveyors; ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Large supermarkets or supercenters; Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; Colleges/Universities; ",1,1,0,1,1,1,1,0,0,0,1,0,0,0,On-line store; Farmers markets; Mobile retail units/food trucks; ,0,1,0,0,1,1,0,,0,0,Shared use kitchen; Packaging/Repackaging; Product storage; Value addition; ,0,0,0,0,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,Operating a mobile market; Employment opportunities locally; ,0,0,0,0,0,0,0,0,1,0,0,0,0
5000318,Down East Connect's Farmers Fresh Market,2014-10-21 14:44:26,2014-10-21 14:53:49,2014-10-21 14:53:49,North Carolina,37,Wilmington,P.O. Box 682,28402,Lea Nowlin,Project Manager,lea@downeastconnect.com,910-375-9672,www.downeastconnect.com,https://www.facebook.com/downeastconnect,,North Carolina,37,New Hanover,129,,Wilmington,28402,"Mobile, farm-fresh delivery to New Hanover, Brunswick and Columbus counties.",2011,1,Non-Profit,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; Duck eggs, Goose eggs, compost and garden plants.; ",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Cut flowers; Dairy products; Dry beans; Eggs; Fish/seafood; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Juices/non-alcoholic ciders; Mushrooms; Nuts; Pet food; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,Good Agricultural Practices - (GAP)-Certified; ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Small independent grocery stores; Food retail cooperatives; Restaurants; Caterers, bakeries; Distributors; K-12 school food service; ",0,1,0,1,1,1,1,0,0,1,0,0,0,0,Buying clubs; On-line store; CSA shares; Mobile retail units/food trucks; ,1,1,0,1,0,1,0,We sell on a consignment basis and take a commission on products sold; ,0,1,Distribution services; ,0,0,1,0,0,0,0,0,0,0,Marketing and promotional services; Branding/labeling products to indicate origin of product; Food safety and/or GAP Training; Transportation services; ,1,1,0,0,0,0,1,0,1,Education programs for institutions; Other education or community awareness programs; Food donation to local food pantries/banks; ,0,0,0,0,0,0,0,0,0,0,1,1,1
5000151,Earth to Urban Local Food Hub,,2014-07-29 19:47:52,2014-07-29 19:47:52,Oklahoma,40,Oklahoma City,1235 SW 2ND ST,73108,Matthew Burch,,info@urbanagrarian.com,405-615-5797,http://www.urbanagrarian.com,https://www.facebook.com/urbanagrarian,https://twitter.com/UrbanAgrarian,Oklahoma,40,Oklahoma,109,1235 SW 2ND ST,Oklahoma City,73108,Just northwest of the historic Oklahoma City Farmers Public Market on the corner of SW 2nd and Ellison.,2011,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,"Baked goods; Canned, preserved fruits/vegetables; Coffee/tea; Dairy products; Eggs; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Green household products; Honey; Mushrooms; Nuts; Poultry/fowl meat/products; Red/non-poultry meat/products; Soap/body care products; Wild harvested forest products; ",,,,1,1,1,,1,,1,,1,1,1,1,1,1,,,1,1,,1,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Small independent grocery stores; Corner stores, bodegas; Restaurants; Caterers, bakeries; Distributors; K-12 school food service; Colleges/Universities; Hospitals; ",0,1,1,0,1,1,1,0,0,1,1,1,0,0,On-line store; Your own storefront retail; Farmers markets; Mobile retail units/food trucks; ,0,1,1,0,1,1,0,We take ownership of the products and resell to customers; ,1,0,Aggregation; Distribution services; Shared use kitchen; Packaging/Repackaging; Product storage; Canning; Freezing; Cutting; ,1,0,1,0,1,1,1,1,1,1,Marketing and promotional services; Branding/labeling products to indicate origin of product; Liability insurance that you offer producers; Transportation services; ,1,1,0,0,0,0,0,1,1,Paid employment opportunities for youth; Accepting SNAP; Operating a mobile market; ,1,1,0,0,0,0,0,0,1,0,0,0,0
5000309,Eastern Carolina Organics,2014-10-02 11:33:51,2014-10-02 11:52:57,,North Carolina,37,Durham,2210 East Pettigrew St,27703,Sandi Kronick,CEO,sandi@easterncarolinaorganics.com,919-542-3264,www.easterncarolinaorganics.com,https://www.facebook.com/easterncarolinaorganics,,North Carolina,37,Durham,063,2210 East Pettigrew,Durham,27703,,2004,8,LLC,Year Round;,1,1,1,1,1,1,1,1,1,1,1,1,1,,"Canned, preserved fruits/vegetables; Dairy products; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Wild harvested forest products; ",0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Canned, preserved fruits/vegetables; Dairy products; Fresh/dried herbs; Fresh fruits; Fresh vegetables; Grains/flour; Wild harvested forest products; ",,,,,1,,,1,,,,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000203,"EcoFriendly Foods, LLC",,2014-08-21 12:08:27,,Virginia,51,Moneta,3397 Stony Fork Road,24121,,,letsmeat@ecofriendly.com,,http://ecofriendly.com/,https://www.facebook.com/EcofriendlyFoods,,Virginia,51,,,3397 Stony Fork Road,Moneta,24121,,2000,12,Privately held business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants; ,,,,,1,,,,,,,,,,Farmers markets; ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
