FMID,Marketname,,street,city,State,zip,Season1Start,Season1End,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
1002816,Westminster Farmers' Market,http://www.westminstermafarmersmarket.com/,21-33 Academy St. (Town Common),Westminster,Massachusetts,01473,5/2/2014,10/31/14,Fri: 3:00 PM-6:30 PM;,,,,,,,-71.906161,42.541635,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N
1000989,Westmont Farmers Market,http://westmontfarmersmarket.com/,haddon and stratford ave in downtown haddon township,Haddon Township,New Jersey,08108,5/1/2013,10/30/13,Wed: 4:00 PM-7:00 PM;,,,,,,,-75.0547,39.91231,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y
1005136,Westmont Open Market,http://www.westmontevents.com,Cass Avenue and Irving Street,Westmont,Illinois,60559,6/5/2014,8/28/14,Thu: 5:00 PM-9:00 PM;,,,,,,,-87.975402,41.7976936,Y,N,N,N,N,-,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N
1006243,Westmore Farmers' Market,,27 Hinton Hill Rd,Westmore,Vermont,05860,6/3/2013,9/30/13,Mon: 1:00 PM-5:00 PM;,,,,,,,-72.05472,44.771326,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1001802,Westmoreland Winter Farmers Market,https://www.facebook.com/pages/Westmoreland-Winter-Farmers-Market/134427909938654,100 Station Rd.,Westmoreland,New York,13490,11/6/2013,4/2/14,Sat: 9:00 AM-12:00 PM;,,,,,,,-75.399367,43.116356,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000776,Weston County Farmers Market,http://www.wcmarket.org,First State Bank Parking Lot on Main Street,Newcastle,Wyoming,82701,,,,,,,,,,-104.205,43.8547,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007455,Weston Farmers Market,,Rte. 157 - High Acre Road,Weston,Connecticut,06883,,,,,,,,,,-73.3736,41.1913,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008755,Weston Red Barn Farm,http://www.westonredbarnfarm.com,16300 Wilkerson Road,Weston,Missouri,64098,,,,,,,,,,-94.853048,39.386434,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1001216,Weston Tailgate Market,,W 2nd St,Weston,West Virginia,26452,6/25/2014,10/22/14,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-80.471527,39.041299,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007299,Westover Farmers Market,http://www.westoverfarmersmarket.org/,1644 N. McKinley Road,Arlington,Virginia,22205,5/4/2014,11/30/14,Sun: 8:00 AM-12:00 PM;,12/07/2014 to 04/26/2015,Sun: 9:00 AM-1:00 PM;,,,,,-77.141807,38.886205,Y,N,N,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N
1002332,Westown Farmers Market,http://www.westown.org/neighborhood-events/westown-farmers-market/,Zeidler Union Square,Milwaukee,Wisconsin,53203,6/5/2013,10/30/13,Wed: 10:00 AM-3:00 PM;,,,,,,,-87.9153,43.0371,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N
1008757,"Westphalia Trading Co., LLC",http://www.westphaliatradingco.com,2134 West Hwy 63,Westphalia,Missouri,65085,,,Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,-92.000164,38.440436,Y,N,N,N,N,-,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1010315,Westport,,830 Drift Road,South Westport,Massachusetts,02790,6/14/2014,9/27/14,Sun: 8:30 AM-1:00 PM;,,,,,,,-71.104717,41.53274,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
1007486,Westport - Saugatuck Farmers' Market,,"Saugatuck Congregational Church, 245 Post Road",Westport,Connecticut,,,,,,,,,,,-73.373,41.134,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007485,Westport Farmers Market,,"Municipal Parking Lot, 26 Imperial Avenue",Westport,Connecticut,,,,,,,,,,,-73.3583,41.1397,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002723,Westport Plaza Farmers' Market,http://www.farmersmarketkc.org,Westport Rd and Wyoming St,Kansas City,Missouri,64108,5/1/2013,10/16/13,Wed: 4:30 AM-7:30 PM;,,,,,,,-94.6047,39.0504,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1006710,Westport Road Baptist Farmers Market,,9705 Westport Road,Louisville,Kentucky,40241,April,October,Sat:8:30 am - 12:30 pm;,,,,,,,-85.5729,38.2873,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
1005280,Westside CFM,http://www.santacruzfarmersmarket.org,Corner of Western Drive and Mission St.,Santa Cruz,California,95060,,,,,,,,,,-122.057,36.9598,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001661,Westside Community Market,http://www.westsidecommunitymarket.org,University Ave. & Segoe Rd.,Madison,Wisconsin,53705,4/19/2014,11/8/14,Sat: 7:00 AM-1:00 PM;,,,,,,,-89.457484,43.074188,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y
1002478,Westside Farmers Market,,2501 Jackson Ave.,Westgate,Michigan,48103,,,,,,,,,,-83.7816,42.2808,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004515,Westside Farmers Market,http://www.nwlansing.org,741 N. Martin Luther King Jr. Blvd.,Lansing,Michigan,48915,6/23/2014,10/27/14,Mon: 3:00 PM-7:00 PM;,,,,,,,-84.567398,42.741968,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N
1004922,Westside Farmers Market,http://www.westsidemarketrochester.com,831 Genesee Street,Rochester,New York,14619,6/10/2014,10/14/14,Tue: 4:00 PM-7:30 PM;,,,,,,,-77.63633,43.13433,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N
1007040,Westside Farmers' Market,,2400 ELIDA RD.,LIMA,Ohio,,,,,,,,,,,-84.1489,40.7628,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2000035,Westside Tailgate Farmers Market,https://www.facebook.com/pages/Westside-Tailgate-Farmers-Market/369260759751874,,,Alabama,,,,,,,,,,,,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006424,Westward Market,http://www.farming.com,18138 Lane ave.,North Muskegon,Michigan,49445,,,,,,,,,,-86.1037,43.2475,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000862,Westwego Farmers & Fisheries Market,http://www.cityofwestwego.com,484 Sala Avenue,Westwego,Louisiana,70094,1/1/2013,12/31/13,Sat: 8:30 AM-12:30 PM;,,,,,,,-90.1458348,29.9101364,Y,N,N,N,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
1010271,Westwood Farmers Market,http://www.townhall.westwood.ma.us,837 High Street,Westwood,Massachusetts,02090,6/17/2014,10/14/14,Tue: 1:00 PM-6:00 PM;,,,,,,,-71.224529,42.219928,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000006,Westwood Village Farmers Market,http://www.westwoodonline.com,Weyburn Ave. & Westwood Blvd.,Los Angeles,California,90024,,,,,,,,,,-118.445,34.0626,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000993,Wethersfield Farmers' Market,http://www.wethersfieldfarmersmarket.com,220 Hartford Ave.,Wethersfield,Connecticut,06109,5/15/2014,10/30/14,Thu: 3:00 PM-6:00 PM;,,,,,,,-72.659883,41.718885,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
1003861,Wetumpka,,355 QUEEN ANN ROAD,WETUMPKA,Alabama,36092,,,,,,,,,,-86.2328,32.5367,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008359,Wetzel County Farmers Market,http://www.growlocalgolocal.org,"Bruce Park, State Route 2",New Martinsville ,West Virginia,26155,,,Thu: 4:00 PM-7:00 PM;,,,,,,,-80.858361,39.646017,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1007628,Weymouth Farmers Market,,"Town Hall parking lot, near Middle Street",Weymouth,Massachusetts,02188,,,,,,,,,,-70.9445,42.2031,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007000,Wharton County Farmers Market,,100 Block South Houston Street,Wharton,Texas,77488,,,,,,,,,,-96.1012,29.3111,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004691,Wheat Ridge Farmers' Market,http://www.denverfarmersmarket.com,4252 Wadsworth Blvd,Wheat Ridge,Colorado,80033,6/12/2014,10/30/14,Thu: 10:00 AM-2:00 PM;,,,,,,,-105.081344,39.774753,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N
1003961,Wheatland Farmers' Market,,713 9th,wheatland,Wyoming,82201,7/13/2013,,Sat: 8:00 AM-10:00 PM;,,,,,,,-104.9532569,42.0545521,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
1002347,Wheaton Farmers Market,http://milkladymarkets.org,Reedie Drive and Georgia Ave.,Wheaton,Maryland,20902,5/31/2014,9/27/14,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.050328,39.038842,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N
1004345,Wheaton Farmers Market,,Westside of Bldg on Boardwal adj to Cross St,Wheaton,Illinois,60187,,,,,,,,,,-88.1052,41.8723,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004347,Wheaton French Market,,200 S Main St.,Wheaton,Illinois,60187,,,,,,,,,,-88.1066,41.8642,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001287,Wheeling Farmers Market I,https://www.facebook.com/WheelingFarmersMarket,1221 National Rd,Wheeling,West Virginia,26003,6/1/2013,10/26/13,Sat: 8:00 AM-12:00 PM;,,,,,,,-80.682717,40.073187,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1008208,Wheeling Farmers Market II,https://www.facebook.com/WheelingFarmersMarket,Elm Terrace Shopping Center (East Cove Ave.),"Wheeling, ",West Virginia,26003,7/9/2014,10/23/14,Wed: 3:00 PM-6:00 PM;,,,,,,,-80.653381,40.0450779,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000608,Whistle Stop Park Farmers Market,,103 4th St NE,Dilworth,Minnesota,56529,7/11/2013,9/26/13,Thu: 3:00 PM-7:00 PM;,,,,,,,-96.697755,46.876886,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001759,White County Farmers Market,http://www.utextension.utk.edu/white,Metcalf Park,Sparta,Tennessee,38583,,,,,,,,,,-85.4723,35.9519,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004675,White County Farmers Market,,66 East Kytle Street,Cleveland,Georgia,30528,6/1/2012,09/31/2012,Sat: 8:00 AM-12:00 PM;,,,,,,,-83.761911,34.596317,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N
1005067,White Earth Community Farmers' Market,,,Mahnomen,Minnesota,56557,5/1/2014,10/1/14,Thu: 3:00 PM-6:00 PM;,,,,,,,-95.9686,47.3108,Y,Y,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1000219,White Plains Farmer's Market,,,White Plains,New York,10601,May,November,Wed:8:00 AM - 4:00 PM;,,,,,,,-73.7677,41.0319,Y,N,N,N,Y,-,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001662,White Plains International Farmers Market,,"City Hall Parking Lot, 255 Main St, White Plains",White Plains,New York,,,,,,,,,,,-73.7655,41.0333,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009421,White Rock Local Market ,https://www.facebook.com/WhiteRockLocalMarket,702 N. Buckner Blvd and 9150 Garland Rd,Dallas,Texas,75218,,,,,,,,,,-96.7112,32.846,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1010135,White Salmon Farmers' Market,https://www.facebook.com/pages/White-Salmon-Farmers-Market/181714565219379,Corner of Estes and Jewett,White Salmon ,Washington,98672,7/1/2014,9/30/14,Tue: 4:00 PM-7:00 PM;,,,,,,,-121.4840161,45.7271523,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y
1000116,White's Creek Organic Farmers Market,,Loacated at Earhman's General Store,Whites Creek,Tennessee,37189,,,,,,,,,,-86.7169,36.3367,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006888,Whitefield Farmers' Market,,on the Commons,Whitefield,New Hampshire,,,,,,,,,,,-71.5778,43.6852,Y,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005008,Whitefish Downtown Farmers Market,http://www.whitefishfarmersmarket.org,Central Avenue and Railway Street,Whitefish,Montana,59937,May,October,Tue:5:00 PM - 7:30 PM;,,,,,,,-114.336712,48.4124822,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1010148,Whitehall Farmer's Market,http://www.whitehallwichamber.com,Main St ,Whitehall ,Wisconsin,54773,6/6/2014,8/29/14,Fri: 3:30 PM-6:00 PM;,,,,,,,-91.316301,44.367801,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y
1010089,"Whitehall Farmer's Market, Produce & Crafts",https://www.facebook.com/WhitehallFarmersMarket,"Legion St., between Division & Whitehall streets",Whitehall,Montana,59759,,,Sat: 9:00 AM-1:00 PM;,08/06/2014 to 09/24/2014,Wed: 3:00 PM-6:00 PM;,,,,,-112.09848,45.869514,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
1001069,Whitehall Farmers Market,,Saunders St,Salem,New York,12865,,,,,,,,,,-73.4075,43.5584,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007670,Whitehall Road Farmers Market,http://www.ccealbany.com,"Jewish Community Center, Whitehall Road, Albany",Albany,New York,,,,,,,,,,,-73.8061,42.6485,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008361,Whitehouse Farmers' Market,http://www.whitehouseoh.gov,10911 Toledo Street,Whitehouse,Ohio,43571,7/13/2013,10/5/13,Sat: 9:00 AM-12:00 PM;,05/04/2013 to 05/25/2013,Sat: 9:00 AM-12:00 PM;,,,,,-83.804104,41.517891,Y,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
1001691,Whitesboro Farmers Market,http://www.whitesborofarmersmarket.com,Clinton St. & Main St.,Whitesboro,New York,13492,6/2/2014,10/13/14,Mon: 3:00 PM-7:00 PM;,,,,,,,-75.291152,43.121684,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N
1000037,Whitewater Farmers Market,, 1415West Main St.,Whitewater,Wisconsin,53190,4/26/2014,11/1/14,Sat: 8:00 AM-12:00 PM;,,,,,,,-88.759686,42.834469,Y,Y,N,Y,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
1002386,Whitmore Lake Farm & Artisan Market,,75 Barker Road,Whitmore Lake,Michigan,48189,,,,,,,,,,-83.7638,42.4231,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1005344,Whitney Point Farmers Market,,"Whitney Pt Middle School, 2887 Rt 11",Whitney Point,New York,,,,,,,,,,,-75.9727,42.3353,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003537,Whittemore Farmers Market,,Times Square,Whittemore,Iowa,50598,,,,,,,,,,-94.422,43.0647,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008697,Whittier Tuesday Evening Summer CFM,,12910 Bailey St.,Whittier ,California,90601,5/21/2013,10/29/13,Tue: 3:00 PM-7:30 PM;,,,,,,,-118.038187,33.980873,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
1007128,Whole Foods' Garden City Farmers' Market,,151 Sockanosset Cross Rd.,Cranston,Rhode Island,02920,,,,,,,,,,-71.4561,41.7559,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007125,Whole Foods' University Farmers' Market,,601 North Main St.,Providence,Rhode Island,02904,,,,,,,,,,-71.4095,41.8366,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007123,Whole Foods' Waterman Farmers' Market,,261 Waterman St.,Providence,Rhode Island,02906,,,,,,,,,,-71.3863,41.8278,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1008915,Wholesale Greenmarket,http://www.grownyc.org,Oak Point Ave and Barry Street,Bronx,New York,10474,7/1/2013,12/24/13,Tue: 2:00 AM-8:00 AM;Wed: 2:00 AM-8:00 AM;Thu: 2:00 AM-8:00 AM;Fri: 2:00 AM-8:00 AM;Sat: 2:00 AM-8:00 AM;,,,,,,,-73.894834,40.80894,Y,N,N,N,N,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
1007229,Wic Downtown Pittsburgh,,239 4th Ave.,Pittsburgh,Pennsylvania,,,,,,,,,,,-80.0088,40.4451,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004488,Wic Satellite,,1450 Guerneville Road,Santa Rosa,California,,,,,,,,,,,-122.766,38.4525,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006358,Wichita County Farmers' Market,,108 S. 4th Street,Leoti,Kansas,67861,,,,,,,,,,-101.3585,38.48111,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006362,Wickendon Street Farmers Market,http://www.farmfreshri.org/find/farmersmarkets.php,Brook Street and Alves Way,Providence,Rhode Island,02903,,,,,,,,,,-71.3971,41.8179,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1006202,Wicker Park/Bucktown (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,Wicker Park & Damen Streets,Chicago,Illinois,60602,,,,,,,,,,-87.6774,41.9089,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1007008,Wilber Farmers Market,,,Wilber,Nebraska,,,,,,,,,,,-97.4147,40.1441,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004062,Wilburton Farmers Market,,302 West Main St.,Wilburton,Oklahoma,74578,,,,,,,,,,-95.3135,34.9187,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009486,Wild Center's Farmers Markets ,http://www.wildcenter.org/,45 Museum Drive,Tupper Lake,New York,12986,,,,,,,,,,-74.4361,44.2197,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002083,Wildberries Marketplace Farmers Market,http://www.humfarm.org,747 13th street,Arcata,California,95521,6/3/2014,10/28/14,Tue: 3:30 PM-6:30 PM;,,,,,,,-124.0847601,40.8719469,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
1005139,Wildwood Farmers' Market,http://www.wildwoodfarmersmarket.com,183 Plaza Drive,Wildwood,Missouri,63040,May,September,Sat:8:00 am - 1:30 pm;,,,,,,,-90.6233,38.5815,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1003508,Wildwood Growers' Market,http://www.wildwood-fl.gov,100 N. Main Street,Wildwood,Florida,34785,January,December,sun:9:00 AM - 1:00 PM;,,,,,,,-82.040785,28.854269,Y,N,N,N,N,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N
1007328,Wilkes County Farmers Market,,200 Chestnut Street,North Wilkesboro,North Carolina,28659,,,,,,,,,,-81.1377,36.163,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002894,Wilkes-Barre Farmers Market,http://www.wilkes-barre.pa.us,Public Square,Wilkes-Barre,Pennsylvania,18711,,,,,,,,,,-75.8818,41.2454,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003564,Wilkinsburg Farmers Market,,South Avenue,Wilkinsburg,Pennsylvania,15221,,,,,,,,,,-79.8954,40.4489,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1009801,Willamette Saturday Farmers Market,http://www.willamettefarmersmarket.com,1720 Willamette Falls Dr,West Linn ,Oregon,,5/17/2014,10/18/14,Sat: 11:00 AM-4:00 PM;,,,,,,,-122.657047,45.344391,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
